province_code,influenza,influenza_death,dengue_fever,dengue_fever_death,diarrhoea,diarrhoea_death,vaporation,rain,raining_day,temperature,humidity,sun_hour,date1,year,month
16,621,0,0,0,189,0,78.9,28.2,4,13.2,83,133,1/15/1997,1997,1
16,621,0,0,0,189,0,57.1,8.1,4,16.8,86,105,1/15/1997,1997,1
16,621,0,0,0,189,0,38.2,46.3,10,17,86,37,1/15/1997,1997,1
16,621,0,0,0,189,0,45.6,13.2,18,17.2,86,51,1/15/1997,1997,1
7,407,0,0,0,236,0,37.9,83.6,14,17.2,83,0,1/15/1997,1997,1
7,407,0,0,0,236,0,55.2,37.2,13,17.3,84,58,1/15/1997,1997,1
31,91,0,0,0,100,0,49,52.8,7,13.6,83,0,1/15/1997,1997,1
31,91,0,0,0,100,0,51.6,46.8,10,15.8,86,52,1/15/1997,1997,1
24,42,0,0,0,124,0,41.4,84.3,10,16.5,79,46,1/15/1997,1997,1
24,42,0,0,0,124,0,67.8,30.7,9,17.5,83,59,1/15/1997,1997,1
4,1779,0,0,0,512,0,47.7,23.8,12,17.5,84,56,1/15/1997,1997,1
4,1779,0,0,0,512,0,57.9,25.9,8,17.8,82,61,1/15/1997,1997,1
20,940,0,0,0,741,0,64.2,38.2,7,18.1,85,64,1/15/1997,1997,1
13,443,0,0,0,286,0,47,98.1,8,15.7,82,0,1/15/1997,1997,1
13,443,0,0,0,286,0,47.2,88.2,12,13.3,81,77,1/15/1997,1997,1
13,443,0,0,0,286,0,62,74.8,10,15.1,77,83,1/15/1997,1997,1
9,1152,0,0,0,457,0,71.4,95.7,8,17.4,84,66,1/15/1997,1997,1
9,1152,0,0,0,457,0,49.8,70.9,7,15.2,78,86,1/15/1997,1997,1
9,1152,0,0,0,457,0,81,98.2,7,17.6,76,63,1/15/1997,1997,1
8,1251,0,0,0,1218,0,79.5,47.5,5,17.3,80,76,1/15/1997,1997,1
8,1251,0,0,0,1218,0,78.4,51.9,6,16.8,80,58,1/15/1997,1997,1
8,1251,0,0,0,1218,0,69,55.9,7,17.7,80,64,1/15/1997,1997,1
11,345,0,5,0,428,0,65.2,73.5,7,17.9,87,87,1/15/1997,1997,1
11,345,0,5,0,428,0,52.1,83.3,6,16.9,85,0,1/15/1997,1997,1
11,345,0,5,0,428,0,58.4,89.7,6,16.5,83,70,1/15/1997,1997,1
6,117,0,2,0,456,0,49.9,66.9,7,17.7,89,94,1/15/1997,1997,1
15,517,0,0,0,1848,0,50.6,52.5,8,19.9,85,123,1/15/1997,1997,1
15,517,0,0,0,1848,0,48.9,33.1,10,17.9,77,66,1/15/1997,1997,1
15,517,0,0,0,1848,0,67.4,41.3,7,18.4,83,70,1/15/1997,1997,1
10,2703,0,0,0,1755,0,112.4,52.6,7,17.9,85,72,1/15/1997,1997,1
2,0,0,0,0,0,0,65.5,73.2,6,17.9,83,73,1/15/1997,1997,1
17,899,0,0,0,3414,0,52.5,43.2,7,18.2,84,78,1/15/1997,1997,1
17,899,0,0,0,3414,0,66.5,28,5,18.5,85,109,1/15/1997,1997,1
12,2470,0,0,0,4741,0,65.1,26.5,8,17.9,82,85,1/15/1997,1997,1
19,608,0,0,0,1915,0,64.3,62.7,9,18.4,83,87,1/15/1997,1997,1
19,608,0,0,0,1915,0,63.2,78.5,9,18.4,82,78,1/15/1997,1997,1
22,6482,0,0,0,3671,0,72,14.3,6,18.3,87,85,1/15/1997,1997,1
22,6482,0,0,0,3671,0,65.1,135.4,7,18.3,85,91,1/15/1997,1997,1
22,6482,0,0,0,3671,0,47.6,33.8,10,18.7,85,110,1/15/1997,1997,1
22,6482,0,0,0,3671,0,66.4,17.4,6,18.6,85,104,1/15/1997,1997,1
22,6482,0,0,0,3671,0,41.1,40.4,9,18,86,88,1/15/1997,1997,1
23,4928,0,0,0,2354,0,57.8,14.7,7,18.1,81,84,1/15/1997,1997,1
23,4928,0,0,0,2354,0,41.2,35.3,4,18.3,86,84,1/15/1997,1997,1
23,4928,0,0,0,2354,0,44.1,29.6,6,18.3,85,90,1/15/1997,1997,1
23,4928,0,0,0,2354,0,58.5,63.9,8,18.7,89,59,1/15/1997,1997,1
23,4928,0,0,0,2354,0,41.7,69.9,12,18.4,85,42,1/15/1997,1997,1
23,4928,0,0,0,2354,0,47.6,62.3,5,18.9,86,48,1/15/1997,1997,1
23,4928,0,0,0,2354,0,49.5,35.1,4,18.3,88,50,1/15/1997,1997,1
23,4928,0,0,0,2354,0,35.5,152.4,12,18.8,89,36,1/15/1997,1997,1
21,3815,0,0,0,1371,0,38.7,85.1,17,18.9,89,39,1/15/1997,1997,1
21,3815,0,0,0,1371,0,48.7,101,11,18.8,77,107,1/15/1997,1997,1
21,3815,0,0,0,1371,0,36.5,99.7,13,18.8,91,37,1/15/1997,1997,1
38,662,0,7,0,550,0,41.4,55.1,10,19.4,87,133,1/15/1997,1997,1
38,662,0,7,0,550,0,62.7,55.3,10,19.5,89,63,1/15/1997,1997,1
26,601,0,0,0,489,0,50.6,52.5,8,19.9,89,123,1/15/1997,1997,1
26,601,0,0,0,489,0,46.3,26.5,6,18.4,90,168,1/15/1997,1997,1
45,346,0,2,0,555,0,36.8,162.2,11,19.8,85,135,1/15/1997,1997,1
32,5,0,0,0,321,0,56.8,67.7,11,21.1,87,147,1/15/1997,1997,1
49,2475,0,23,0,1596,0,44,86.7,12,20.8,86,149,1/15/1997,1997,1
49,2475,0,23,0,1596,0,43.9,84.7,12,20.5,87,134,1/15/1997,1997,1
28,986,0,73,0,751,0,152.1,122.3,10,21.3,85,152,1/15/1997,1997,1
40,415,0,153,0,261,0,63.1,44.2,9,21.7,79,201,1/15/1997,1997,1
40,415,0,153,0,261,0,101.9,28.7,7,23,83,226,1/15/1997,1997,1
56,365,0,43,0,209,0,102.4,33.6,7,22.9,81,224,1/15/1997,1997,1
42,283,0,163,0,274,0,142.6,9.3,6,23.2,77,233,1/15/1997,1997,1
43,524,0,624,0,396,0,131,1.2,1,23.3,76,277,1/15/1997,1997,1
61,2747,0,44,0,828,0,125.3,0,1,24.1,77,295,1/15/1997,1997,1
61,2747,0,44,0,828,0,144.7,0,0,24.5,72,291,1/15/1997,1997,1
35,1218,0,0,0,869,0,146.2,0.2,0,19.8,80,294,1/15/1997,1997,1
41,1465,0,7,0,481,0,90.8,0,0,18.5,79,281,1/15/1997,1997,1
41,1465,0,7,0,481,0,93.5,0.2,0,21.7,76,250,1/15/1997,1997,1
37,2050,0,10,0,705,0,161.9,0,0,20.5,74,258,1/15/1997,1997,1
55,0,0,0,0,0,0,125,0,0,19.3,79,266,1/15/1997,1997,1
34,390,0,0,0,156,0,110.6,0.3,0,14,80,263,1/15/1997,1997,1
34,390,0,0,0,156,0,76.7,5.1,2,18.9,74,234,1/15/1997,1997,1
57,775,0,205,0,203,0,109.7,0,0,23.7,70,267,1/15/1997,1997,1
48,382,0,111,0,265,0,114,0.1,1,24.4,75,247,1/15/1997,1997,1
36,1213,0,29,0,843,0,109,0,0,24.8,78,282,1/15/1997,1997,1
59,329,0,0,0,2132,0,86.3,0.3,2,25.4,82,274,1/15/1997,1997,1
60,5,0,159,0,338,0,78.1,0,0,24.3,82,272,1/15/1997,1997,1
52,2192,0,170,1,2647,0,78.9,0.4,1,24.7,84,270,1/15/1997,1997,1
62,171,0,286,2,273,0,64.6,0,0,24.4,76,266,1/15/1997,1997,1
46,646,0,110,0,1548,0,98.4,0.1,1,25.2,83,256,1/15/1997,1997,1
39,10,0,214,0,4561,0,82.5,0.4,1,24.7,82,264,1/15/1997,1997,1
63,891,0,26,1,1058,0,74.4,0.7,0,24.2,83,257,1/15/1997,1997,1
51,12,0,180,0,1756,0,87.3,0,0,25.2,85,291,1/15/1997,1997,1
64,676,0,25,0,846,0,97.4,0,0,24,81,265,1/15/1997,1997,1
54,256,0,341,0,1056,0,93.4,0.1,1,24.8,81,241,1/15/1997,1997,1
15,2501,0,0,0,1513,0,64.5,10.8,6,17.8,87,157,2/15/1997,1997,2
15,2501,0,0,0,1513,0,42.7,27.9,13,11.1,79,126,2/15/1997,1997,2
15,2501,0,0,0,1513,0,74.9,24.2,7,14.4,73,147,2/15/1997,1997,2
15,2501,0,0,0,1513,0,66.1,12.8,3,15.6,79,109,2/15/1997,1997,2
30,0,0,0,0,0,0,103.6,21.9,9,19.2,78,143,2/15/1997,1997,2
30,0,0,0,0,0,0,63,11.4,2,16.8,79,140,2/15/1997,1997,2
30,0,0,0,0,0,0,77.3,11,1,18.2,79,197,2/15/1997,1997,2
27,1875,0,0,0,861,0,76.2,18.3,1,18.5,86,96,2/15/1997,1997,2
27,1875,0,0,0,861,0,59.2,0,0,17.6,80,77,2/15/1997,1997,2
27,1875,0,0,0,861,0,88.7,1.6,2,15.6,80,121,2/15/1997,1997,2
27,1875,0,0,0,861,0,105.2,0.5,1,17.9,85,98,2/15/1997,1997,2
27,1875,0,0,0,861,0,51.2,1.7,3,14.5,81,95,2/15/1997,1997,2
27,1875,0,0,0,861,0,57,0,0,17.4,94,54,2/15/1997,1997,2
27,1875,0,0,0,861,0,31.2,13.6,17,12.3,76,77,2/15/1997,1997,2
27,1875,0,0,0,861,0,81.5,10.3,2,16.2,88,110,2/15/1997,1997,2
3,99,0,0,0,21,0,33.5,20.1,17,16.7,84,28,2/15/1997,1997,2
3,99,0,0,0,21,0,40,8.2,11,17,88,20,2/15/1997,1997,2
3,99,0,0,0,21,0,31.5,17.4,14,17,85,29,2/15/1997,1997,2
3,99,0,0,0,21,0,49.7,4.2,11,17.4,89,45,2/15/1997,1997,2
29,1302,0,0,0,971,0,24,57.6,24,16.6,86,25,2/15/1997,1997,2
29,1302,0,0,0,971,0,39.4,36.7,12,16.6,97,15,2/15/1997,1997,2
25,821,0,0,0,577,0,12,41.2,24,8.4,79,38,2/15/1997,1997,2
16,383,0,0,0,520,0,80.7,6.2,2,14.1,83,150,2/15/1997,1997,2
16,383,0,0,0,520,0,43,4,11,16.4,89,45,2/15/1997,1997,2
16,383,0,0,0,520,0,25.2,18.7,14,16.3,89,15,2/15/1997,1997,2
16,383,0,0,0,520,0,33.5,20.3,19,16.5,86,18,2/15/1997,1997,2
7,504,0,0,0,196,0,26.7,10,15,16.9,81,0,2/15/1997,1997,2
7,504,0,0,0,196,0,55,2.9,5,17.1,84,30,2/15/1997,1997,2
31,154,0,0,0,119,0,42.8,4,9,13.1,80,0,2/15/1997,1997,2
31,154,0,0,0,119,0,60.7,2.4,3,15.9,84,27,2/15/1997,1997,2
24,144,0,0,0,133,0,42.1,2.1,6,16.3,77,19,2/15/1997,1997,2
24,144,0,0,0,133,0,67,0,0,17,89,18,2/15/1997,1997,2
4,1070,0,0,0,427,0,35.9,33.5,16,16.4,88,19,2/15/1997,1997,2
4,1070,0,0,0,427,0,44.2,11.1,13,16.6,85,19,2/15/1997,1997,2
20,785,0,0,0,693,0,44.8,5.8,10,17,81,22,2/15/1997,1997,2
13,807,0,0,0,169,0,53.4,4.6,1,15.9,85,0,2/15/1997,1997,2
13,807,0,0,0,169,0,34.7,19.6,15,12.3,82,18,2/15/1997,1997,2
13,807,0,0,0,169,0,50.4,7,8,14.6,77,21,2/15/1997,1997,2
9,916,0,0,0,474,0,62.9,1.6,3,16.6,87,31,2/15/1997,1997,2
9,916,0,0,0,474,0,36.5,16.6,8,14.4,82,27,2/15/1997,1997,2
9,916,0,0,0,474,0,61.2,3.3,3,17.2,80,80,2/15/1997,1997,2
8,2063,0,1,0,2023,0,59.7,12.6,7,16.5,83,34,2/15/1997,1997,2
8,2063,0,1,0,2023,0,62.7,14.5,8,16.1,80,25,2/15/1997,1997,2
8,2063,0,1,0,2023,0,63.6,5,4,16.9,82,22,2/15/1997,1997,2
11,565,0,0,0,776,0,50.2,2.4,3,17,91,86,2/15/1997,1997,2
11,565,0,0,0,776,0,29.7,20,13,15.4,89,0,2/15/1997,1997,2
11,565,0,0,0,776,0,39.1,19.3,12,15.7,89,21,2/15/1997,1997,2
6,277,0,1,0,742,0,26.1,14.6,12,16.2,94,24,2/15/1997,1997,2
15,816,0,0,0,1822,0,31.4,29.6,22,19.2,87,29,2/15/1997,1997,2
15,816,0,0,0,1822,0,35.9,3.3,6,16.8,80,16,2/15/1997,1997,2
15,816,0,0,0,1822,0,53.2,8.2,7,17,87,15,2/15/1997,1997,2
10,252,0,0,0,1496,0,68,6.8,9,16.6,88,25,2/15/1997,1997,2
2,2041,0,0,0,0,0,51.7,11.5,13,16.4,89,17,2/15/1997,1997,2
17,732,0,0,0,2672,0,31.8,25.7,13,16.4,89,14,2/15/1997,1997,2
17,732,0,0,0,2672,0,35.4,29.8,14,16.5,90,25,2/15/1997,1997,2
12,2619,0,0,0,4419,0,32.6,24.9,14,16.4,88,12,2/15/1997,1997,2
19,807,0,0,0,1909,0,36.4,19.8,11,16.6,88,17,2/15/1997,1997,2
19,807,0,0,0,1909,0,37.7,15.3,12,16.9,85,18,2/15/1997,1997,2
22,8443,0,0,0,4944,0,50.1,20.9,8,17.2,90,25,2/15/1997,1997,2
22,8443,0,0,0,4944,0,34.5,18.8,15,17.1,91,19,2/15/1997,1997,2
22,8443,0,0,0,4944,0,30.2,29.6,14,17,90,44,2/15/1997,1997,2
22,8443,0,0,0,4944,0,35.9,14.8,11,17,88,36,2/15/1997,1997,2
22,8443,0,0,0,4944,0,34,8.2,13,17.5,88,43,2/15/1997,1997,2
23,2764,0,0,0,2622,0,30.2,21.6,12,17.7,88,47,2/15/1997,1997,2
23,2764,0,0,0,2622,0,29,17.7,15,17.5,90,45,2/15/1997,1997,2
23,2764,0,0,0,2622,0,26,15.5,13,17.3,90,34,2/15/1997,1997,2
23,2764,0,0,0,2622,0,33.7,13.3,11,17.4,92,34,2/15/1997,1997,2
23,2764,0,0,0,2622,0,31.7,50,17,17.7,89,32,2/15/1997,1997,2
23,2764,0,0,0,2622,0,32.7,26.9,18,17.6,85,33,2/15/1997,1997,2
23,2764,0,0,0,2622,0,47.3,11.7,4,18.5,93,47,2/15/1997,1997,2
23,2764,0,0,0,2622,0,19.3,66.6,19,17.4,93,19,2/15/1997,1997,2
21,4274,0,0,0,1619,0,18.3,48.4,21,17.9,92,18,2/15/1997,1997,2
21,4274,0,0,0,1619,0,24.3,78.5,19,17.9,88,13,2/15/1997,1997,2
21,4274,0,0,0,1619,0,17.6,85.4,20,17.6,93,18,2/15/1997,1997,2
38,1297,0,2,0,782,0,25.1,36.7,19,18.7,90,44,2/15/1997,1997,2
38,1297,0,2,0,782,0,37.2,72.9,14,18.8,94,37,2/15/1997,1997,2
26,704,0,0,0,551,0,31.4,29.6,22,19.2,95,29,2/15/1997,1997,2
26,704,0,0,0,551,0,20.9,34.2,13,17.8,93,48,2/15/1997,1997,2
45,479,0,15,0,756,0,20.2,80,18,19.7,84,41,2/15/1997,1997,2
32,2,0,2,0,407,0,53.1,13.9,6,22.1,90,95,2/15/1997,1997,2
49,2324,0,15,0,1624,0,33.6,22,11,22,89,81,2/15/1997,1997,2
49,2324,0,15,0,1624,0,31.5,80.8,21,21.6,89,48,2/15/1997,1997,2
28,1020,0,33,0,698,0,66.3,24.5,10,22.6,85,66,2/15/1997,1997,2
40,552,0,73,0,440,0,58.3,11.6,11,23.3,83,103,2/15/1997,1997,2
40,552,0,73,0,440,0,73.9,19.5,9,24.1,86,116,2/15/1997,1997,2
56,367,0,18,0,273,0,74.3,32.8,9,24,83,145,2/15/1997,1997,2
42,489,0,128,0,710,0,119.8,14.9,5,24.8,77,157,2/15/1997,1997,2
43,466,0,234,0,401,0,122.9,10,3,25.5,75,190,2/15/1997,1997,2
61,1576,0,414,0,1064,0,116.7,0,0,26.2,83,224,2/15/1997,1997,2
61,1576,0,414,0,1064,0,99.7,0,0,25.3,72,220,2/15/1997,1997,2
35,1770,0,0,0,1259,0,154.8,17.9,2,22.8,80,227,2/15/1997,1997,2
41,1804,0,0,0,1300,0,85.3,31.8,5,19.6,79,216,2/15/1997,1997,2
41,1804,0,0,0,1300,0,89.7,2.4,3,24,78,178,2/15/1997,1997,2
37,2034,0,3,0,1379,0,143.2,55,2,22.7,80,184,2/15/1997,1997,2
55,0,0,0,0,0,0,92.4,287.7,11,21.8,84,186,2/15/1997,1997,2
34,211,0,4,0,371,0,76.3,96.2,10,16.8,84,200,2/15/1997,1997,2
34,211,0,4,0,371,0,43.1,187.2,15,21.3,76,185,2/15/1997,1997,2
57,1075,0,57,0,359,0,96.5,82,5,26.3,74,202,2/15/1997,1997,2
48,302,0,80,0,269,0,93.5,35.6,7,26.5,78,171,2/15/1997,1997,2
36,1097,0,23,0,817,0,106.8,0,0,26.6,79,211,2/15/1997,1997,2
59,329,0,87,0,1686,0,73.5,85.5,3,26.6,83,196,2/15/1997,1997,2
60,0,0,58,0,493,0,74.5,10.2,0,26.2,84,202,2/15/1997,1997,2
52,1817,0,48,0,3401,0,64,17.7,4,26.1,82,195,2/15/1997,1997,2
62,936,0,220,2,502,0,67.6,1.8,2,26.3,80,204,2/15/1997,1997,2
46,488,0,62,0,1645,0,84.3,2.6,5,26.8,84,187,2/15/1997,1997,2
39,7,0,212,0,4203,0,74.2,21.8,5,26.3,79,175,2/15/1997,1997,2
63,1097,0,20,0,1047,0,86,1.4,3,26.3,84,180,2/15/1997,1997,2
51,155,0,108,0,1763,0,74.3,44.7,5,26.6,82,190,2/15/1997,1997,2
64,901,0,49,0,1543,0,105.3,0,0,26.2,82,208,2/15/1997,1997,2
54,115,0,102,0,776,0,82.6,56.8,5,26.4,83,180,2/15/1997,1997,2
15,4187,0,0,0,2335,0,73.7,91.7,10,21.2,80,191,3/15/1997,1997,3
15,4187,0,0,0,2335,0,89.7,151.5,13,15.5,80,215,3/15/1997,1997,3
15,4187,0,0,0,2335,0,87,178.2,11,18.5,72,199,3/15/1997,1997,3
15,4187,0,0,0,2335,0,72.2,181.2,16,19.8,81,142,3/15/1997,1997,3
30,0,0,0,0,0,0,94.6,206,19,22.5,84,183,3/15/1997,1997,3
30,0,0,0,0,0,0,69.3,172.2,12,20.6,84,189,3/15/1997,1997,3
30,0,0,0,0,0,0,78.2,131.8,10,21.5,83,222,3/15/1997,1997,3
27,1904,0,0,0,987,0,74.6,191.6,14,22.1,83,144,3/15/1997,1997,3
27,1904,0,0,0,987,0,83.8,26.9,5,21,80,160,3/15/1997,1997,3
27,1904,0,0,0,987,0,106.4,188.2,11,20.7,79,171,3/15/1997,1997,3
27,1904,0,0,0,987,0,115.8,117.5,11,22.8,88,162,3/15/1997,1997,3
27,1904,0,0,0,987,0,61.2,180,12,19.1,84,138,3/15/1997,1997,3
27,1904,0,0,0,987,0,62,173.7,12,21.6,91,86,3/15/1997,1997,3
27,1904,0,0,0,987,0,51.7,132.1,13,17.5,78,145,3/15/1997,1997,3
27,1904,0,0,0,987,0,87.3,162.4,11,20.9,91,163,3/15/1997,1997,3
3,560,0,0,0,215,0,35.4,100.6,20,20.7,89,17,3/15/1997,1997,3
3,560,0,0,0,215,0,41.2,68.4,18,21,89,20,3/15/1997,1997,3
3,560,0,0,0,215,0,34.4,54.9,15,21.2,87,24,3/15/1997,1997,3
3,560,0,0,0,215,0,54.1,79.4,14,21.7,90,44,3/15/1997,1997,3
29,949,0,0,0,708,0,31.3,211.6,24,20.7,86,31,3/15/1997,1997,3
29,949,0,0,0,708,0,49.5,189.2,21,20.8,91,35,3/15/1997,1997,3
25,764,0,0,0,866,0,47.9,209.9,21,13.7,79,129,3/15/1997,1997,3
16,1038,0,0,0,752,0,89.9,212.2,13,18,87,184,3/15/1997,1997,3
16,1038,0,0,0,752,0,51.5,111.3,16,20.4,92,62,3/15/1997,1997,3
16,1038,0,0,0,752,0,27.1,218.4,23,20.9,94,10,3/15/1997,1997,3
16,1038,0,0,0,752,0,24,200.7,30,19.9,89,2,3/15/1997,1997,3
7,594,0,0,0,217,0,29.8,156,25,20.6,88,0,3/15/1997,1997,3
7,594,0,0,0,217,0,50,127.1,19,20.6,89,16,3/15/1997,1997,3
31,439,0,0,0,212,0,38.7,130.5,21,17.5,87,0,3/15/1997,1997,3
31,439,0,0,0,212,0,47.5,116.4,17,19.6,91,21,3/15/1997,1997,3
24,494,0,0,0,470,0,32.9,149.4,23,19.7,88,10,3/15/1997,1997,3
24,494,0,0,0,470,0,45.9,160.3,22,20.3,92,15,3/15/1997,1997,3
4,58499,0,0,0,715,0,42.7,167.4,21,20.3,92,7,3/15/1997,1997,3
4,58499,0,0,0,715,0,41.1,125.4,17,20.6,88,11,3/15/1997,1997,3
20,1072,0,0,0,1044,0,45.5,105,19,20.7,81,14,3/15/1997,1997,3
13,2012,0,0,0,870,0,78.4,130.9,12,20.5,87,0,3/15/1997,1997,3
13,2012,0,0,0,870,0,39.1,111.2,20,17,83,35,3/15/1997,1997,3
13,2012,0,0,0,870,0,64.4,136.2,13,19,85,44,3/15/1997,1997,3
9,1374,0,0,0,583,0,53.6,102.5,17,20.3,89,30,3/15/1997,1997,3
9,1374,0,0,0,583,0,43.1,127.9,2,18.8,87,43,3/15/1997,1997,3
9,1374,0,0,0,583,0,56.2,143.5,16,21.3,85,43,3/15/1997,1997,3
8,1678,0,0,0,1235,0,61.7,95.2,14,20.5,87,35,3/15/1997,1997,3
8,1678,0,0,0,1235,0,65.2,84,13,20.1,88,39,3/15/1997,1997,3
8,1678,0,0,0,1235,0,47,126,19,20.4,88,22,3/15/1997,1997,3
11,586,0,13,0,620,0,45.4,47.2,14,20.8,93,52,3/15/1997,1997,3
11,586,0,13,0,620,0,26.2,83.3,16,19.4,92,0,3/15/1997,1997,3
11,586,0,13,0,620,0,35.2,103.7,18,19.6,93,45,3/15/1997,1997,3
6,502,0,2,0,614,0,22.8,59.5,17,19.9,90,57,3/15/1997,1997,3
15,2032,0,0,0,4891,0,60.2,80.3,9,23.5,91,187,3/15/1997,1997,3
15,2032,0,0,0,4891,0,37,107.3,13,20.6,87,15,3/15/1997,1997,3
15,2032,0,0,0,4891,0,45.1,87.9,19,20.7,94,19,3/15/1997,1997,3
10,2426,0,0,0,1634,0,51.6,49.5,17,20.3,92,32,3/15/1997,1997,3
2,1263,0,0,0,1079,0,50.2,90.5,18,20.4,91,27,3/15/1997,1997,3
17,952,0,0,0,2070,0,32.7,59.5,17,20.5,93,34,3/15/1997,1997,3
17,952,0,0,0,2070,0,30.2,62,18,20,95,52,3/15/1997,1997,3
12,2910,0,0,0,4453,0,28.4,68.7,17,20,92,42,3/15/1997,1997,3
19,787,0,0,0,2085,0,33.2,44.7,15,20.6,92,44,3/15/1997,1997,3
19,787,0,0,0,2085,0,36.9,66.7,20,20.9,91,17,3/15/1997,1997,3
22,8653,0,0,0,4554,0,51.4,44.9,15,20.9,92,32,3/15/1997,1997,3
22,8653,0,0,0,4554,0,33.6,61.3,14,20.9,91,37,3/15/1997,1997,3
22,8653,0,0,0,4554,0,30.8,94.5,15,21,93,76,3/15/1997,1997,3
22,8653,0,0,0,4554,0,32.5,52.6,15,20.8,88,58,3/15/1997,1997,3
22,8653,0,0,0,4554,0,40.5,73.8,22,21.7,87,49,3/15/1997,1997,3
23,4408,0,0,0,2418,0,47.4,23.2,10,22.1,84,65,3/15/1997,1997,3
23,4408,0,0,0,2418,0,44.8,21,12,22,88,70,3/15/1997,1997,3
23,4408,0,0,0,2418,0,44.9,39,12,21.6,91,70,3/15/1997,1997,3
23,4408,0,0,0,2418,0,43.1,38.6,9,21.3,89,43,3/15/1997,1997,3
23,4408,0,0,0,2418,0,46.4,36.3,18,22.3,87,46,3/15/1997,1997,3
23,4408,0,0,0,2418,0,48.1,38.9,16,21.9,83,48,3/15/1997,1997,3
23,4408,0,0,0,2418,0,75.7,43.4,10,23,91,76,3/15/1997,1997,3
23,4408,0,0,0,2418,0,33.6,95.2,17,21.4,90,34,3/15/1997,1997,3
21,2989,0,0,0,1561,0,39.7,86.5,18,22.3,91,40,3/15/1997,1997,3
21,2989,0,0,0,1561,0,37.8,23.8,12,21.8,82,83,3/15/1997,1997,3
21,2989,0,0,0,1561,0,30.5,66.5,17,21.6,92,31,3/15/1997,1997,3
38,0,0,0,0,837,0,43.9,19.6,8,22.7,90,136,3/15/1997,1997,3
38,0,0,0,0,837,0,48.9,23.9,10,22.6,80,49,3/15/1997,1997,3
26,404,0,5,0,470,0,60.2,80.3,9,23.5,86,187,3/15/1997,1997,3
26,404,0,5,0,470,0,77.9,68.2,9,22.2,88,226,3/15/1997,1997,3
45,363,0,0,0,782,0,55,37.6,7,23.6,85,210,3/15/1997,1997,3
32,468,0,0,0,273,0,61.4,65.3,5,24.3,85,231,3/15/1997,1997,3
49,3128,0,22,0,1807,0,69.9,10.8,3,24.4,81,227,3/15/1997,1997,3
49,3128,0,22,0,1807,0,73,28.5,7,23.9,85,226,3/15/1997,1997,3
28,976,0,20,0,926,0,211.1,5.5,4,24.6,83,211,3/15/1997,1997,3
40,411,0,467,0,342,0,78.1,48.5,4,24.7,80,257,3/15/1997,1997,3
40,411,0,467,0,342,0,89.6,1.4,4,25.7,83,210,3/15/1997,1997,3
56,749,0,69,0,441,0,103.5,1.4,3,25.4,80,281,3/15/1997,1997,3
42,568,0,80,0,526,0,136.9,0,0,25.5,73,261,3/15/1997,1997,3
43,708,0,218,0,409,0,140,0,0,26.2,77,285,3/15/1997,1997,3
61,1737,0,516,0,1283,0,135.2,0,0,26.4,80,230,3/15/1997,1997,3
61,1737,0,516,0,1283,0,123.8,0,0,26.5,67,307,3/15/1997,1997,3
35,2465,0,0,0,1380,0,183.1,19.5,4,23.7,74,284,3/15/1997,1997,3
41,2660,0,5,0,1323,0,131.5,0.7,2,22.5,72,297,3/15/1997,1997,3
41,2660,0,5,0,1323,0,159.5,55.1,3,25.7,72,304,3/15/1997,1997,3
